0,29.54,35.87,44.43,47.72,48.68,53.35,55.79,64.02,-,36.91
1,33.87,46.16,62.10,68.80,74.56,81.04,85.43,89.28,-,51.82
2,36.13,49.40,71.41,77.61,85.83,92.82,99.05,104.25,-,54.03
3,39.26,52.25,79.20,85.98,91.74,102.15,108.27,113.01,-,54.70
4,42.35,55.40,85.80,94.23,103.96,111.17,118.54,124.25,-,67.94
5,43.10,55.87,91.27,102.45,106.26,113.60,120.00,133.73,-,69.27
6,45.49,63.64,101.55,109.23,120.15,126.91,135.03,145.09,-,83.85
7,46.96,66.41,108.67,118.70,128.70,136.47,144.28,153.74,-,87.91
8,49.43,68.32,114.75,126.38,137.37,146.14,153.31,162.18,-,95.72
9,51.12,71.27,122.32,134.47,141.05,155.81,163.23,173.57,-,101.22
10,51.38,73.36,124.51,136.59,143.00,157.81,165.22,183.79,-,112.10
11,55.08,77.33,137.13,152.22,164.76,176.26,181.58,196.83,-,113.21
12,56.92,81.27,144.68,159.17,172.81,185.86,191.28,204.20,-,127.93
13,57.55,85.34,151.57,166.56,179.83,195.70,200.50,213.76,-,131.23
14,59.78,88.67,159.29,173.60,186.78,204.23,210.44,225.13,-,131.60
15,62.08,91.75,163.41,180.60,190.22,211.00,218.31,233.95,-,138.99
16,63.39,92.60,172.72,187.26,200.12,216.49,223.89,239.86,-,139.74
17,64.76,95.66,177.63,193.30,204.77,221.40,228.66,245.31,-,139.99
18,68.60,96.74,182.97,197.30,209.27,226.16,234.78,251.20,-,140.24
19,70.44,100.85,187.33,201.47,214.00,231.23,240.82,260.31,-,141.72
20,71.75,103.83,192.40,209.24,215.33,236.41,241.82,275.91,-,148.89
21,73.68,105.84,203.90,216.12,232.57,247.45,261.22,278.25,-,151.54
22,76.27,108.08,209.16,229.46,234.30,265.14,272.28,278.50,-,159.19
23,77.57,110.14,214.96,235.26,242.56,268.02,273.39,278.87,-,159.96
24,79.50,111.99,217.45,238.27,247.15,271.53,279.44,286.01,-,168.93
25,80.58,114.31,219.86,239.03,248.21,274.68,280.52,310.92,-,172.21
26,80.81,117.54,233.61,254.09,269.25,281.99,295.34,317.86,-,183.10
27,84.48,120.79,239.80,258.48,274.96,289.30,309.32,324.96,-,184.30
