73.75
105.75
112.00
132.57
144.53
167.90
191.13
222.32
236.21
249.84
260.76
261.89
263.53
265.31
268.13
324.48
358.81
371.17
384.19
392.22
393.03
393.82
394.62
394.89
395.17
395.45
395.78
402.30
532.70
575.56
589.93
600.81
613.59
626.57
628.60
668.86
672.91
700.03
712.56
713.82
715.70
752.85
764.77
777.95
787.86
803.73
814.43
826.81
840.07
854.57
867.12
879.64
880.95
905.66
916.64
921.70
936.26
950.89
965.52
980.15
994.78
"1,007.12"
"1,027.61"
"1,035.67"
"1,036.96"
"1,062.70"
"1,085.04"
"1,089.68"
"1,112.78"
"1,116.76"
"1,141.29"
"1,143.77"
"1,168.33"
"1,170.79"
"1,193.37"
"1,195.64"
"1,220.18"
"1,246.41"
"1,249.04"
"1,249.70"
"1,262.84"
"1,269.76"
"1,276.69"
"1,303.51"
"1,319.68"
"1,321.31"
"1,343.15"
"1,345.34"
"1,363.85"
"1,365.82"
"1,390.35"
"1,399.28"
"1,400.18"
"1,417.50"
"1,419.24"
"1,446.24"
"1,448.94"
"1,458.00"
"1,458.91"
"1,459.20"
"1,459.47"
"1,460.36"
"1,478.00"





Zone D
14.78
13.82




Zone D
268.38
12.20




Zone D
402.55
7.19
