105.42,124.39,159.72,223.22,376.29,393.34,401.21,409.24,409.24,422.08,422.08,160.03,160.03,160.03,160.03
106.26,124.89,160.21,223.86,377.85,393.82,401.71,409.76,409.76,422.53,422.53,161.40,161.40,161.40,161.40
106.75,130.26,165.13,236.50,390.15,401.78,409.82,418.03,418.03,430.09,430.09,163.46,163.46,163.46,163.46
107.26,130.81,165.63,237.78,394.68,402.58,410.64,418.86,418.86,430.85,430.85,167.09,167.09,167.09,167.09
107.75,131.59,171.35,238.30,399.59,407.59,415.75,424.07,424.07,432.56,432.56,169.34,169.34,169.34,169.34
108.25,132.08,172.32,244.94,405.73,416.64,424.98,433.48,433.48,442.16,442.16,173.38,173.38,173.38,173.38
108.74,132.59,172.81,245.62,411.49,420.05,428.46,437.03,437.03,445.78,445.78,173.85,173.85,173.85,173.85
109.24,133.08,173.32,246.13,412.39,420.83,429.25,437.85,437.85,446.62,446.62,176.71,176.71,176.71,176.71
109.73,133.57,173.82,251.23,427.26,435.83,444.55,453.45,453.45,462.53,462.53,178.57,178.57,178.57,178.57
116.61,136.19,174.32,251.74,428.76,437.34,446.09,455.02,455.02,464.13,464.13,186.61,186.61,186.61,186.61
120.99,139.80,174.81,258.43,429.22,437.81,446.57,455.51,455.51,464.63,464.63,187.43,187.43,187.43,187.43
121.48,140.29,176.77,259.10,429.97,438.57,447.35,456.31,456.31,465.45,465.45,187.93,187.93,187.93,187.93
121.99,143.10,177.22,259.61,430.44,439.05,447.84,456.81,456.81,465.95,465.95,189.09,189.09,189.09,189.09
122.48,144.25,182.15,260.12,430.91,439.53,448.33,457.30,457.30,466.45,466.45,192.10,192.10,192.10,192.10
122.98,147.45,182.65,261.26,432.38,441.03,449.86,458.87,458.87,468.05,468.05,195.12,195.12,195.12,195.12
123.47,160.71,189.04,283.41,455.08,469.60,479.00,488.58,488.58,498.36,498.36,197.27,197.27,197.27,197.27
130.97,162.88,189.69,285.64,457.36,474.28,483.79,493.47,493.47,503.35,503.35,200.01,200.01,200.01,200.01
131.73,163.37,190.18,286.14,465.14,474.77,484.27,493.96,493.96,503.85,503.85,202.14,202.14,202.14,202.14
132.18,163.88,191.10,290.85,465.93,475.25,484.76,494.46,494.46,504.36,504.36,205.89,205.89,205.89,205.89
132.63,164.37,191.59,291.36,466.58,475.92,485.44,495.15,495.15,505.06,505.06,208.05,208.05,208.05,208.05
133.53,165.37,192.58,297.23,479.49,489.09,498.88,508.87,508.87,519.05,519.05,210.58,210.58,210.58,210.58
136.08,166.35,193.58,299.37,486.99,496.73,506.67,516.81,516.81,527.16,527.16,216.93,216.93,216.93,216.93
137.07,167.35,197.53,300.40,501.88,512.03,522.28,532.73,532.73,543.40,543.40,219.49,219.49,219.49,219.49
138.06,168.34,201.33,314.80,503.38,521.20,559.46,570.65,570.65,582.08,582.08,222.41,222.41,222.41,222.41
139.07,169.33,202.32,316.25,506.07,552.14,563.19,574.46,574.46,585.96,585.96,225.57,225.57,225.57,225.57
140.06,170.33,203.31,317.28,533.61,555.95,567.08,578.43,578.43,590.01,590.01,232.53,232.53,232.53,232.53
144.91,171.23,204.30,318.30,536.37,556.91,568.05,579.42,579.42,591.02,591.02,233.51,233.51,233.51,233.51
146.32,172.12,205.30,319.32,537.39,557.87,569.03,580.43,580.43,592.04,592.04,234.51,234.51,234.51,234.51
148.29,174.82,206.29,320.36,545.87,558.83,570.01,581.42,581.42,593.06,593.06,235.80,235.80,235.80,235.80
149.28,175.82,209.36,321.38,551.72,568.26,579.63,591.23,591.23,603.09,603.09,238.42,238.42,238.42,238.42
156.17,179.82,220.08,334.51,552.74,569.22,580.62,592.24,592.24,604.49,604.49,256.29,256.29,256.29,256.29
157.18,185.37,221.17,335.83,553.74,570.12,581.53,593.51,593.51,605.39,605.39,258.09,258.09,258.09,258.09
158.17,186.35,222.15,336.86,554.75,573.96,585.45,597.17,597.17,609.12,609.12,259.09,259.09,259.09,259.09
159.16,187.36,223.14,337.89,555.77,578.41,589.99,601.79,601.79,613.83,613.83,267.73,267.73,267.73,267.73
160.15,188.35,224.13,338.90,562.63,579.36,590.96,602.79,602.79,614.86,614.86,268.72,268.72,268.72,268.72
161.15,189.33,225.13,339.94,568.46,580.34,591.95,603.80,603.80,615.88,615.88,270.69,270.69,270.69,270.69
162.14,190.33,226.11,340.96,569.47,581.30,592.93,604.80,604.80,616.90,616.90,271.68,271.68,271.68,271.68
163.13,191.32,227.10,341.98,570.49,582.26,593.92,605.80,605.80,617.92,617.92,275.96,275.96,275.96,275.96
164.13,192.31,228.10,343.01,571.49,583.21,594.88,606.79,606.79,618.93,618.93,276.95,276.95,276.95,276.95
165.13,193.31,229.10,344.03,572.51,584.19,595.88,607.80,607.80,619.96,619.96,277.95,277.95,277.95,277.95
166.11,194.30,230.09,345.07,574.25,589.37,601.17,613.20,613.20,625.47,625.47,278.93,278.93,278.93,278.93
168.56,195.20,236.67,351.16,578.75,590.33,602.14,614.20,614.20,626.49,626.49,287.55,287.55,287.55,287.55
169.42,196.29,242.39,352.19,590.92,602.75,614.81,627.11,627.11,639.67,639.67,292.43,292.43,292.43,292.43
170.28,197.29,243.38,353.22,604.75,616.86,629.21,641.80,641.80,654.64,654.64,293.43,293.43,293.43,293.43
171.14,198.28,249.12,373.78,615.15,644.61,664.85,678.16,678.16,691.73,691.73,300.09,300.09,300.09,300.09
172.00,215.00,276.00,394.00,625.00,714.00,736.00,751.00,751.00,767.00,767.00,332.00,332.00,332.00,332.00
173.72,217.15,278.76,397.94,631.25,721.14,743.36,758.51,758.51,774.67,774.67,335.32,335.32,335.32,335.32
175.44,219.30,281.52,401.88,637.50,728.28,750.72,766.02,766.02,782.34,782.34,338.64,338.64,338.64,338.64
177.16,221.45,284.28,405.82,643.75,735.42,758.08,773.53,773.53,790.01,790.01,341.96,341.96,341.96,341.96
178.88,223.60,287.04,409.76,650.00,742.56,765.44,781.04,781.04,797.68,797.68,345.28,345.28,345.28,345.28
180.60,225.75,289.80,413.70,656.25,749.70,772.80,788.55,788.55,805.35,805.35,348.60,348.60,348.60,348.60
182.32,227.90,292.56,417.64,662.50,756.84,780.16,796.06,796.06,813.02,813.02,351.92,351.92,351.92,351.92
184.04,230.05,295.32,421.58,668.75,763.98,787.52,803.57,803.57,820.69,820.69,355.24,355.24,355.24,355.24
185.76,232.20,298.08,425.52,675.00,771.12,794.88,811.08,811.08,828.36,828.36,358.56,358.56,358.56,358.56
187.48,234.35,300.84,429.46,681.25,778.26,802.24,818.59,818.59,836.03,836.03,361.88,361.88,361.88,361.88
189.20,236.50,303.60,433.40,687.50,785.40,809.60,826.10,826.10,843.70,843.70,365.20,365.20,365.20,365.20
190.92,238.65,306.36,437.34,693.75,792.54,816.96,833.61,833.61,851.37,851.37,368.52,368.52,368.52,368.52
192.64,240.80,309.12,441.28,700.00,799.68,824.32,841.12,841.12,859.04,859.04,371.84,371.84,371.84,371.84
194.36,242.95,311.88,445.22,706.25,806.82,831.68,848.63,848.63,866.71,866.71,375.16,375.16,375.16,375.16
196.08,245.10,314.64,449.16,712.50,813.96,839.04,856.14,856.14,874.38,874.38,378.48,378.48,378.48,378.48
197.80,247.25,317.40,453.10,718.75,821.10,846.40,863.65,863.65,882.05,882.05,381.80,381.80,381.80,381.80
199.52,249.40,320.16,457.04,725.00,828.24,853.76,871.16,871.16,889.72,889.72,385.12,385.12,385.12,385.12
201.24,251.55,322.92,460.98,731.25,835.38,861.12,878.67,878.67,897.39,897.39,388.44,388.44,388.44,388.44
202.96,253.70,325.68,464.92,737.50,842.52,868.48,886.18,886.18,905.06,905.06,391.76,391.76,391.76,391.76
204.68,255.85,328.44,468.86,743.75,849.66,875.84,893.69,893.69,912.73,912.73,395.08,395.08,395.08,395.08
206.40,258.00,331.20,472.80,750.00,856.80,883.20,901.20,901.20,920.40,920.40,398.40,398.40,398.40,398.40
208.12,260.15,333.96,476.74,756.25,863.94,890.56,908.71,908.71,928.07,928.07,401.72,401.72,401.72,401.72
209.84,262.30,336.72,480.68,762.50,871.08,897.92,916.22,916.22,935.74,935.74,405.04,405.04,405.04,405.04
211.56,264.45,339.48,484.62,768.75,878.22,905.28,923.73,923.73,943.41,943.41,408.36,408.36,408.36,408.36
213.28,266.60,342.24,488.56,775.00,885.36,912.64,931.24,931.24,951.08,951.08,411.68,411.68,411.68,411.68
215.00,268.75,345.00,492.50,781.25,892.50,920.00,938.75,938.75,958.75,958.75,415.00,415.00,415.00,415.00
216.72,270.90,347.76,496.44,787.50,899.64,927.36,946.26,946.26,966.42,966.42,418.32,418.32,418.32,418.32
218.44,273.05,350.52,500.38,793.75,906.78,934.72,953.77,953.77,974.09,974.09,421.64,421.64,421.64,421.64
220.16,275.20,353.28,504.32,800.00,913.92,942.08,961.28,961.28,981.76,981.76,424.96,424.96,424.96,424.96
221.88,277.35,356.04,508.26,806.25,921.06,949.44,968.79,968.79,989.43,989.43,428.28,428.28,428.28,428.28
223.60,279.50,358.80,512.20,812.50,928.20,956.80,976.30,976.30,997.10,997.10,431.60,431.60,431.60,431.60
225.32,281.65,361.56,516.14,818.75,935.34,964.16,983.81,983.81,"1,004.77","1,004.77",434.92,434.92,434.92,434.92
227.04,283.80,364.32,520.08,825.00,942.48,971.52,991.32,991.32,"1,012.44","1,012.44",438.24,438.24,438.24,438.24
228.76,285.95,367.08,524.02,831.25,949.62,978.88,998.83,998.83,"1,020.11","1,020.11",441.56,441.56,441.56,441.56
230.48,288.10,369.84,527.96,837.50,956.76,986.24,"1,006.34","1,006.34","1,027.78","1,027.78",444.88,444.88,444.88,444.88
232.20,290.25,372.60,531.90,843.75,963.90,993.60,"1,013.85","1,013.85","1,035.45","1,035.45",448.20,448.20,448.20,448.20
233.92,292.40,375.36,535.84,850.00,971.04,"1,000.96","1,021.36","1,021.36","1,043.12","1,043.12",451.52,451.52,451.52,451.52
235.64,294.55,378.12,539.78,856.25,978.18,"1,008.32","1,028.87","1,028.87","1,050.79","1,050.79",454.84,454.84,454.84,454.84
237.36,296.70,380.88,543.72,862.50,985.32,"1,015.68","1,036.38","1,036.38","1,058.46","1,058.46",458.16,458.16,458.16,458.16
239.08,298.85,383.64,547.66,868.75,992.46,"1,023.04","1,043.89","1,043.89","1,066.13","1,066.13",461.48,461.48,461.48,461.48
240.80,301.00,386.40,551.60,875.00,999.60,"1,030.40","1,051.40","1,051.40","1,073.80","1,073.80",464.80,464.80,464.80,464.80
242.52,303.15,389.16,555.54,881.25,"1,006.74","1,037.76","1,058.91","1,058.91","1,081.47","1,081.47",468.12,468.12,468.12,468.12
244.24,305.30,391.92,559.48,887.50,"1,013.88","1,045.12","1,066.42","1,066.42","1,089.14","1,089.14",471.44,471.44,471.44,471.44
245.96,307.45,394.68,563.42,893.75,"1,021.02","1,052.48","1,073.93","1,073.93","1,096.81","1,096.81",474.76,474.76,474.76,474.76
247.68,309.60,397.44,567.36,900.00,"1,028.16","1,059.84","1,081.44","1,081.44","1,104.48","1,104.48",478.08,478.08,478.08,478.08
249.40,311.75,400.20,571.30,906.25,"1,035.30","1,067.20","1,088.95","1,088.95","1,112.15","1,112.15",481.40,481.40,481.40,481.40
251.12,313.90,402.96,575.24,912.50,"1,042.44","1,074.56","1,096.46","1,096.46","1,119.82","1,119.82",484.72,484.72,484.72,484.72
252.84,316.05,405.72,579.18,918.75,"1,049.58","1,081.92","1,103.97","1,103.97","1,127.49","1,127.49",488.04,488.04,488.04,488.04
254.56,318.20,408.48,583.12,925.00,"1,056.72","1,089.28","1,111.48","1,111.48","1,135.16","1,135.16",491.36,491.36,491.36,491.36
256.28,320.35,411.24,587.06,931.25,"1,063.86","1,096.64","1,118.99","1,118.99","1,142.83","1,142.83",494.68,494.68,494.68,494.68
258.00,322.50,414.00,591.00,937.50,"1,071.00","1,104.00","1,126.50","1,126.50","1,150.50","1,150.50",498.00,498.00,498.00,498.00
